time,sensor_a,sensor_b,sensor_c,failure
31,0.43515831134370764,-0.042800541697343236,-0.2882880552437703,0
32,0.29161804995259083,-0.19182813877413632,-0.0376688961410388,0
33,-0.012228460712805034,-0.6535653317246666,0.07778620535272099,0
34,0.10618666061555786,-0.7823744803259154,-0.27960164979028623,0
35,0.4593097912052895,-0.7400372089481245,0.30134242572512154,0
36,0.3223124215651437,-0.7662705071615307,0.65515916978402,0
37,0.09816775579148568,-0.5876364425807237,-0.0263295696043801,0
38,-0.48718040216155106,-0.5947013595924965,0.8034846495314663,0
39,-0.36527684588131815,0.21290346056294523,0.04611655167377968,0
40,-0.1627328666236359,-0.03809859464165599,-0.27149857335906064,0
41,0.4837450793107172,0.3850994493482938,-0.265930285356182,0
42,0.2612597338004871,0.7684121805241604,-0.0039056202223843317,0
43,0.5518177398125933,0.2810147177054004,0.10157417765180232,0
44,1.0197703406684648,0.5114436255848476,0.29222853973732416,0
45,0.9465378938289924,0.3693313560272106,0.40052219782467835,0
46,1.2455411990176564,0.6919451776929524,0.5321400856765958,0
47,0.6553514924179296,0.3574867140640471,0.5666843715998718,0
48,0.5947327450081029,-0.19469866580590106,0.4524001062435511,0
49,1.432955659709802,-0.581154281240078,0.4046447351256618,1
50,1.8279269787182728,-0.599372175629624,0.8401493724916558,1
51,1.667927072117681,-0.2690667321376333,1.0618127776780053,1
52,1.8107108474623768,-0.8766210086955154,1.1947064664794764,1
53,1.722495488820863,-0.7393825326255005,1.37508749817058,1
54,1.532553257776682,-0.11128184091743482,1.030673781187742,1
55,1.3341502411897113,-0.5724790444011888,0.5388559913623254,1
56,1.089708187840461,-0.9911435770603463,0.6513399183928785,1
57,0.49483579346381795,-0.9458526719752484,0.9319140947191752,1
58,0.7656934444983584,-1.416977842710824,0.49581379685950516,1
59,0.976807788100555,-0.6221971178539267,1.26804603236594,1
60,0.3575765489547038,-0.6649126560570251,0.8931596656267945,0
61,0.6432205845370347,-0.419925281823068,0.47581681972908607,0
62,0.6504186143935783,-0.5961179950399669,0.5281360337553569,0
63,0.8566512677204889,-0.5836466704501372,0.8884162327944782,0
64,-0.24089397889578357,-0.5695234957577163,1.1563182690331546,0
65,0.09375707864180913,0.061232171814861514,0.0822029197364779,0
66,-0.331097221960281,-0.1308967613712427,0.4898558976988655,0
67,-0.9341690957327207,-0.43587057744897395,-0.6570147672154835,0
68,-1.0088410418262923,-0.48741234693030766,-0.2090509272684785,0
69,-1.1761505143071709,0.21954338000791812,-0.2143206519731979,0
70,-1.199829262046737,-0.17562875043436732,-1.1621027857433552,0
71,-1.0126732696490133,0.5573096980356786,-0.6553568625343202,0
72,-1.2503026449529473,0.4151429881794371,-0.8783375095172331,0
73,-1.415780727410641,-0.3389208447913691,-0.8282341803585543,0
74,-0.7247738746391701,0.16666062716240615,-0.38073126283758474,0
75,-0.5625868307198403,0.297108453719353,-0.14346853044235985,0
76,-0.5117923865694781,0.333006460363414,-0.5159824646190807,0
77,-0.05110317717666907,-0.061627886468229476,-0.17435774050380287,0
78,0.25778614424916674,0.24804960547991042,0.206799071294879,0
79,0.06791111699254607,-0.00031807093557190136,-0.05305646479093508,0
80,-0.06768286599853282,-0.3905196096370263,-0.09288639104224486,0
81,-0.27844398094547756,-0.6325104902224776,0.1926327806649742,0
82,-0.5055197842948171,-0.40148340170454555,0.4826418513041466,0
83,0.15114711036534428,-0.3012421704045709,0.15386058902155977,0
84,0.22633943583158048,0.6088669702344779,0.6731827475147427,0
85,0.5970574229641229,0.42649508732630376,-0.12789092262191049,0
86,0.7236309408093415,0.32778712117787717,0.13182783867223946,0
87,0.8872822610131571,-0.17607223393617327,-0.29712869481732346,0
88,0.42965921941431123,-0.5380128491110299,0.5204239516741103,0
89,0.0773561156350539,-0.48360585810769274,-0.20756139716353583,0
90,0.5895482945294966,-0.2334684590778536,-0.0689945539390546,0
91,0.6341409421968848,0.2549015328339609,0.6515457377184225,0
92,0.5306166703261205,0.41918673265247486,0.542768778635816,0
93,0.04596882859856438,-0.17543549401671887,-0.009682826709354164,0
94,0.39078645536774326,0.3868732600779463,0.12180759587307609,0
95,0.8778401382452035,0.6574063914825616,0.08096027656324765,0
96,0.5144328294365725,0.29061557185528364,0.31373916916113087,0
97,0.9516861070004246,0.526683008389369,-0.1943437186306486,0
98,0.40938573189480815,0.7016295637861467,0.42850354221418036,0
99,0.031377747796138555,0.7905425556533292,0.43119569956165793,0
100,0.3136140536624113,0.659378509953945,0.18827376032668638,0
101,0.14523504303663798,0.311157779904162,-0.29921950243088136,0
102,0.8004029801757871,0.9963580565514369,-0.0207524994213016,0
103,0.9192768294412932,0.9430658146296877,0.42954176301550795,0
104,1.2358685464207282,0.9825100281266985,0.20106702738388196,0
105,0.9124510238111033,0.414633592963247,-0.3978627719537208,0
106,0.7764389728493479,0.037402383740224865,0.39288430803621643,0
107,0.6535991627613517,-0.3251970905315854,0.2708056516289742,0
108,0.7279616977810868,-0.18725251252288605,0.19710311525380503,0
109,0.38235269514727355,0.06144191938369001,0.5341270710403251,0
110,0.45171044615563405,-0.0027372988843351875,0.42073463413855433,0
111,0.437447317643859,0.8928541802868979,0.11290395175577761,0
112,0.14445569372119088,1.2832506967149104,-0.04348585976353881,0
113,-0.14031290683941927,1.15940744431125,-0.9974002146615594,1
114,0.03925406215692505,0.9169347533434145,-0.3395116917711501,0
115,-0.24206388313654048,1.1822345104624428,-0.1542542298366957,0
116,-0.21444771641043348,1.0545226216863781,-0.734620863015824,0
117,-0.22880521434249365,0.3005222927186362,-0.7623127752431198,0
118,-0.0940172473715826,0.2797475355626911,0.010313669204026626,0
119,-0.31160707666773946,0.1824638512191929,-0.3394726076179351,0
120,-0.18182892280643576,0.4188485426920817,0.09667486687093668,0
121,0.041748211438524085,0.050251234497192376,-0.16171150759300645,0
122,-0.3260325493074103,-0.6333111394640002,0.05983348687963192,0
123,-0.2581783917372282,-0.2345976140296106,0.2570736195339721,0
124,-0.6607806635057548,-0.5031193034172006,-0.07553160815119431,0
125,-0.5592069786988005,-0.2527241214158096,-0.6078369303772909,0
126,-0.5842987793668847,0.02299043195315381,0.3331029472931088,0
127,-0.9582722730045242,0.5797750846042198,-0.4188429091336673,0
128,-1.354392886911443,0.9119422165964071,-1.0267975264513471,1
129,-1.6074042244867779,0.9557246003243259,-0.7140157241324936,1
130,-1.3986163322573335,0.4850616025475094,-1.625250412217429,1
131,-1.201847369737525,-0.4489484279306231,-1.3594507140948136,0
132,-0.6968316878166412,-0.14376117154695472,-0.16948911302921688,0
133,-0.4813663838947094,-0.5235060078729993,-0.20904979691790493,0
134,-1.0694820837108492,-0.17796917838343104,0.29015080926611736,0
135,-1.3053387232442935,0.2063574503849623,-0.5356973563834487,0
136,-1.2200598495772514,-0.5450613167296987,-0.8399708294749411,0
137,-0.7855895875223473,-1.0411192890977379,-0.6660262294562976,0
138,-0.9540742393861856,-1.3981781523499608,0.1794693807020064,0
139,-0.8491447347054206,-1.0923289071735223,0.17564577035772266,0
140,-1.026658734644272,0.2709907000161087,-0.2909350062788001,1
141,-1.326205932317658,0.4183462061204337,-0.5439584163435215,1
142,-1.5157470612077755,-0.0015468311631526843,-0.614157330185878,0
143,-1.2404526462701777,0.13556780265697238,-0.5783334547629891,0
144,-1.3092163577712754,0.5421371078516353,-0.717790559792033,1
145,-0.9033064557529678,0.0993001511137846,-0.6586612857918794,0
146,-0.6979185211708088,0.9441266841996878,-0.5716111112025504,1
147,-0.07789625530875277,0.9614925412678452,-0.19403724197123917,0
148,0.018486969365998418,0.923098965148181,-0.9918501669675879,0
149,-0.4252463228827939,1.0909930732126563,-0.13485092092651824,1
150,-0.0980934676883991,0.7655617716480498,-0.3206311013021129,0
151,-0.20473050802422457,0.5835023126590828,0.08612985866501627,0
152,0.20311215920633108,0.30907266367853736,-0.2669090970289044,0
153,0.26781678003476206,0.19806494614638562,-0.0056433341294673985,0
154,-0.08741289035139216,0.3589899987305428,-0.2198978776594377,0
155,-0.40755169047573025,0.7299715879673269,0.3965671509399795,0
156,0.29252934900044186,0.6987711918176625,-0.5985307836789611,0
157,0.5226124714195928,1.092566010516142,-0.00861900771054383,0
158,0.3248735810736364,0.27579617103374143,-0.5405296896682428,0
159,0.8914240388591184,-0.2922551177494187,-0.09984063446881905,0
160,0.6845817500808581,-0.13817598112950888,0.19356741573646313,0
161,0.8047726391420208,0.09699664503698936,0.44180056222640796,0
162,0.4936993442654819,-0.051588725247343425,-0.16205322038415576,0
163,0.6543917977688278,-0.22230466016429612,-0.12246645598207978,0
164,0.5624192334230136,-0.001170991752731776,0.5322842853537445,0
165,0.7107006932560141,0.4043378525806005,0.14995439106578798,0
166,0.6878101168246504,0.40033589477153786,-0.17011218596049393,0
167,0.9801036004951514,0.1916554222722932,0.3263045162397829,0
168,0.9595880605669382,-0.14282534554011408,0.7199510555044172,0
169,1.175841409048093,-0.0604176127335563,-0.3028273488040274,0
170,1.5012657591954879,-0.1077095797407642,0.46357546339734923,0
171,1.107853965528938,-0.4713888121995395,0.7396545018129667,0
172,1.1808530851297292,-0.7634002907752924,0.8054050530727029,1
173,0.821670591469935,-0.6953991877175881,0.7595019150424946,1
174,0.820332135500617,-0.19901942655520882,0.6487679163478162,0
175,1.025577806236478,0.3541307586812783,0.06929096257062994,0
176,1.1669214156558736,0.16251976651252947,0.39475074708996094,0
177,1.3582925205164895,0.03693103297539152,0.3980548358728046,0
178,1.6293864774744558,0.38907765882657425,0.8557238577098356,0
179,2.4158947358227274,-0.04384416768080346,0.2907899140330106,1
180,2.0491206468357497,-0.4325620858935165,1.4517156413957069,1
181,1.5963567504008436,-0.5473736773255264,1.2588043967740865,1
182,1.1104792601339841,-1.0980018180721578,0.8241793966436509,1
183,1.2222448752829003,-0.7745251410708688,1.2189936157360903,1
184,1.66287860854795,-0.29780687704499936,0.8869529612590213,0
185,1.2009946840131853,-0.07081408066081121,1.4843581236758194,0
186,1.5534806085185457,0.2712670403761659,0.44160525633018727,0
187,1.570427646258604,0.4587811919220619,1.1400011546847382,0
188,0.9398180676751868,0.11495163563654409,0.7675245765768737,0
189,0.8707346569277563,-0.12275597100693782,0.6323306942481998,0
190,0.6637825459656896,0.29104032478161734,0.3701798591849166,0
191,0.6535842487413387,-0.5047333536847465,0.33871666442898657,0
192,0.3433870096554313,-0.14588077365420554,0.4596067284930392,0
193,0.7315233109962849,-0.29910099185144257,-0.1968547678174694,0
194,0.7275399161771585,-0.03047238941738767,0.2694064783526494,0
195,0.1879303836263706,0.24054911713164237,0.7244630444826436,0
196,0.4210486645725627,0.21943921190504967,0.031572292439699584,0
197,0.9409481153891182,0.45171392661794274,-0.10501838924566903,0
198,0.45326090860970497,0.5714505323528687,0.6017550756586891,0
199,0.18617068553345287,0.1823233927935043,0.36772325926969784,0
200,0.0552336543047022,0.4352141646899643,-0.2814830667575299,0
201,-0.29447428482573235,-0.25555396234969635,-0.108284237980612,0
202,-0.3979824359163655,-0.7834969399864574,-0.03766067134003521,0
203,-0.533334389181621,-0.6872928350873009,0.4352952968359939,0
204,-0.13007329435335424,-0.3629357279057176,-0.18521268703068688,0
205,-0.5285002684757529,-0.511221320774313,-0.07419671938456218,0
206,-0.02584547895971201,-0.7208795483196024,-0.29960877043198164,0
207,-0.025702676777437972,-0.4256392583205155,0.5259906249199592,0
208,0.440987814399604,-0.383743849918104,0.690062421063005,0
209,0.6228856088670386,-0.5732848244675341,0.06548585667938167,0
210,0.40211613648584554,-0.5352224326476085,0.7504349059515988,0
211,0.06845276328263655,-0.616908560557148,0.12706557538329677,0
212,0.15284084831887848,-0.98911032413846,0.3868182831449226,0
213,-0.14239066898785926,-0.8480832617771092,0.5093495904685266,0
214,-0.02221242100467187,0.30896442860894757,-0.09680924185000789,0
215,-0.7484434363911278,-0.21768880437071197,0.14195333258513132,0
216,-1.0331771455021217,0.18736823049668594,-0.4124789462469287,0
217,-0.6510247437947678,-0.38909639612352365,-0.3141389183150532,0
218,-0.17025595418986295,-0.6299962378155515,0.1526531830838872,0
219,0.7686075452578129,-0.4928446536131299,-0.18580817645810965,0
220,0.46678436111289034,-0.48583757088595114,0.8722325395371957,0
221,1.0507713426287288,-0.5274641911540768,0.3344342601759928,1
222,0.44316494778076204,-0.5995889162104383,0.8768455945590187,0
223,-0.30650721901727523,-0.23495292062282586,0.6912701604524364,0
224,0.15858163039834103,-0.393152022876863,-0.567953337298569,0
225,0.05065982376886048,-0.6812529947681427,-0.32287609320935207,0
226,-0.21088040812389475,-1.0334011749561165,0.8085447363998314,0
227,0.0875663925967337,-0.5165526372986633,-0.1387074544374311,0
228,0.5703248073266869,-0.5544033426998715,0.45776094132675393,0
229,0.16127502444502234,-0.2371769190657228,-0.022164724064796415,0
230,0.09877159833985044,-0.29528084810594146,-0.24989197561894153,0
231,0.11545283553569875,-0.4570848797250412,0.024022674633037228,0
232,0.3801764650427944,0.06552763382642693,0.14080047155838946,0
233,0.8058860024793378,0.36819281139173643,0.4123034093056531,0
234,1.288660238379978,-0.27356614557793524,0.7310998450604294,0
235,1.292645899334687,-0.3872623379551594,0.7408202518624427,1
236,1.5219977608975102,0.07808332247196297,1.0426579914688334,1
237,0.9659304349712229,-0.4908317858609138,0.8286213339151514,0
238,1.1065109254766212,-0.6661475342912937,0.9449081698147075,1
239,1.22398784400334,-0.3945442184577823,0.5837736738921226,0
240,1.551380286025988,-0.014782243467082241,1.201475146998546,0
241,1.5403219529013399,-0.5000145202461465,0.9763653650299945,1
242,1.703032358947562,-0.48794278503669614,0.6599940729090017,1
243,1.7402288142544935,-0.20846919308843906,0.7126562890839396,1
244,1.3257644902346244,-0.7235775834990308,1.1205641259798016,1
245,1.2769610621560747,-0.017496561285730072,0.6745563478452048,0
246,1.6365994496240777,-0.15329035675831004,0.7895187764849436,1
247,1.0586354723632876,-0.17745675854033227,0.7884281205335046,0
248,0.9435638955846497,-0.1435722306348003,0.7812486481416719,0
249,1.173763556877244,-0.19114159135965747,0.2957469583061198,0
250,1.445308316971497,-0.19453184207675633,0.5229482236875806,0
251,1.807042199068744,-0.12680219386668573,1.0713449269903237,1
252,1.0581647317024008,-0.3943186684429917,1.6362865125609334,1
253,1.1673633490359379,-0.21941790537417805,0.4901714011935121,0
254,1.041871955698104,-0.1254082722622413,0.6867095176236317,0
255,0.9410725414675125,-0.7970261925255736,0.37254068548746466,0
256,0.735028433275953,-0.5152549944524304,0.9106410239461997,0
257,0.7069853445913561,-0.748798794554311,0.3405069127482169,0
258,0.7737001878922117,-1.1538665204425422,0.5444948024655116,1
259,0.6373653064056137,-1.0906197584356814,1.2632743801846882,1
260,0.5768618803781125,-0.6556057551559155,1.1497364429799022,0
261,0.7547970977380816,-0.6187564196505383,0.1344928654540019,0
262,1.298329694376226,-0.9804524962853101,-0.01505302515453244,1
263,1.5835065522855478,-1.390982279663468,0.6426764033201633,1
264,1.2133353919326493,-1.6198584329403372,0.6264568112851511,1
265,1.201366145799826,-1.2217789681187554,1.366351573794988,1
266,1.112905074227088,-1.2241267491614538,0.8538594119169435,1
267,1.4697582668291806,-0.7968804932655826,0.8323860294765827,1
268,1.4679056318384593,-1.1720018515513297,1.1805641077703233,1
269,0.9851982849126483,-1.1077244480859945,1.0714379608555382,1
270,0.0009370375678843107,-0.7767436631688646,0.8467104923623182,0
271,-0.20325874706756242,-1.0067525296897077,0.18228683239099036,0
272,-0.1680887175927176,-0.7841117436762602,0.2128103343338639,0
273,0.1325399450198095,-0.6845433921804324,-0.2941961721740654,0
274,-0.2991237857713946,-0.5303902119255023,0.37489619178355993,0
275,-0.19013011953038178,-1.0284664444586646,-0.23497545707980327,0
276,-0.3711155521903853,-0.7335349006698781,-0.054924476023706426,0
277,-0.7170711966240819,-1.0124557479732539,0.0893207750783389,0
278,-0.00034129964486169506,-1.1269924864245588,0.22513577235275045,0
279,-0.06976712365827596,-1.195325273923491,0.06886243798454811,0
280,0.3016099499131931,-1.2678073799194243,0.5870118315548509,1
281,0.21827719969246198,-0.552831244004247,0.599589148044345,0
282,0.3089463429658635,-1.0104044135889132,0.6601983430135008,1
283,0.4795981750519064,-0.9270647782185053,0.47340488571624206,0
284,0.35853663738693076,-1.0684429112985172,0.6403065445258576,0
285,0.14997706975222233,-1.0486455927865699,1.187218802851992,1
286,0.20354224818379896,-1.0828260050786205,0.6628046917088042,0
287,-0.04105836523444141,-0.5283458066522245,0.4380487338148003,0
288,-0.3192086316039337,-0.632145540987189,-0.07049818983283054,0
289,0.08184355104611346,-0.8263643078276267,0.22815130639358702,0
290,-0.4700883079162659,-0.9717210233173956,0.4612914792710807,0
291,-0.11228352914534595,-0.9145344397971127,0.2554782256995881,0
292,0.29923244347980354,-0.8944770479225721,0.2750717189089383,0
293,0.7050214467994325,-0.822773392925215,-0.3288043583746293,1
294,0.20529491992249363,-1.054420762560837,0.837244166299355,1
295,0.336319123131846,-0.786156409556088,0.7270243460102797,1
296,0.61910770735912,-1.1321152833016173,0.6687296572165786,1
297,0.21105225944747796,-1.525206005112047,0.5437585683443222,1
298,-0.47068329911617407,-0.8144963089131874,1.2670667540610427,0
299,-0.34511855849203926,-0.980128675942538,-0.6506207530439694,0
300,0.00434284951704253,-1.2277315138589855,-0.2736592045781108,1
301,-0.3566054246992595,-1.2270668229485677,0.28335902102458604,0
302,-0.24010859390483866,-1.4040990041382173,-0.36720493349620836,0
303,0.4053811128877499,-1.0502190944053722,0.08770000217464449,1
304,0.00576486287939712,-1.4112446077351863,0.7169835981625348,1
305,0.3018770842685877,-1.2460467807266975,0.7557933444397209,0
306,0.19654576825597467,-0.7200438367103051,0.5641507022546646,1
307,0.037294873605850876,-0.630724441542035,0.3945887673487748,0
308,-0.08214658149822296,-0.1175727393884608,-0.3038695173109098,0
309,0.1481319003446177,-0.19987709307019313,-0.24553053369047148,0
310,0.2828097098084003,0.049023734090187204,-0.21339826908481918,0
311,0.00981723200629081,-0.33143220393655337,0.2718835416736339,0
312,0.539095436442689,-0.30909740016767934,-0.24867583686639627,0
313,1.0054071667474156,-0.24778807478615858,0.6764796953161372,1
314,0.45303881901320253,-1.0431069759067013,0.40113677980998286,1
315,0.37992721296077797,-1.0887280314041172,0.20560841646369266,1
316,0.0975978088802335,-0.9779685398144335,-0.13004747941743744,0
317,-0.19105027220028853,-1.036274188944781,0.5362984113944611,0
318,0.06290330643719688,-0.5382954921600404,0.26233237458375497,0
319,0.43851357658294865,-0.4243510840841376,0.1742289320674439,0
320,0.06569068244382006,-0.7214195012568377,0.26980662291273144,0
321,-0.10888681590324803,-0.6288127973957802,0.054381092994054,0
322,-0.47954656109595384,-0.7988252745876694,-0.21467726132347287,0
323,-0.10515693154216066,-1.8421024927514573,-0.5752095821956087,1
324,0.04365032645899353,-1.6624741895470037,0.47386835787868686,1
325,0.7003442145650681,-1.697800979292748,0.3249332612338679,1
326,1.0417533172569087,-1.7540966501392665,0.9676748353548079,1
327,1.4951573980262647,-1.7423827824682006,1.0241131865355146,1
328,1.2481111559010358,-1.5413130659920236,1.4895189940160538,1
329,1.6067334175062955,-1.2875389478825587,1.7064674865547276,1
330,1.6239381445992096,-1.2725482203070204,1.1537949229083264,1
331,2.033921542862898,-1.2758204464844152,1.161352322896095,1
332,1.5069072036463262,-1.351207417847027,1.7314785110976276,1
333,0.6038896418811843,-1.7499803323370295,0.9380183304822065,1
334,0.42400960482904654,-1.6612678168935449,0.7213012708053298,1
335,0.5989583910910814,-1.5086010421917035,1.1114962487856967,1
336,0.6238782040255827,-1.3697876603065715,0.6964564743339303,1
337,0.7924516019035975,-1.500251372985904,0.3959366097532405,1
338,1.0251826615297537,-1.1095283050730882,0.5918800142443343,1
339,1.0854043136195555,-1.1926066633963832,0.2527141378699863,1
340,1.8208916264781658,-0.7435233104613638,1.2882767145399927,1
341,2.144275701435798,-1.1956458111687815,0.4845682012268493,1
342,2.0651386433182055,-1.2271350245491504,1.44217549955122,1
343,1.8664534458420592,-0.9424836173781634,1.718343396767987,1
344,1.8380022880594202,-1.2378784950381623,1.9666759599068389,1
345,2.1077464825888765,-1.2611044114254417,0.9800905290771547,1
346,1.5261095850033297,-2.273496321626906,1.4460372380260555,1
347,1.6510966979860948,-2.1713549594517043,1.5041899314455105,1
348,1.7462972839704072,-1.743789899513156,1.0174029483406148,1
349,1.317230477116138,-1.394563779927773,1.550330839717795,1
350,1.546151534463033,-1.7780968119122698,1.5745396605629558,1
351,1.6183583620553579,-1.811766505849024,1.107790991604504,1
352,1.7101742013267782,-1.7004881595443986,1.3868883216648447,1
353,2.289753400902224,-1.259644859753125,1.4378955933172317,1
354,2.042945657263838,-1.4800287677877693,1.7307348054572875,1
355,1.0674146154424902,-1.39282798423705,1.49629795208209,1
356,1.914278199704356,-1.2784368308879324,0.9518210111788785,1
357,1.9442095134946293,-1.5599451913484212,1.228715072895001,1
358,1.9345874325265289,-2.2565731394693955,1.5391529605460565,1
359,1.3693827379927812,-2.3555376915075374,1.524724179648057,1
